text,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong
retweet user user user user kah ruf omong belaga budek belaga pilon nyundul xf kali f kali kali xe kali xa,1,1,0,1,0
tsrm hakim sebab mahkamah sekutu putus tukar agama anak guru tadika indira gandhi muhammad ridhuan abdullah hindu islam batal sah sisi undang uji nasional,0,0,0,0,0
kalo rakyat suruh mmilih bubar nya dewan wakil rakyat bubar ssuai kntitusi url,1,0,0,1,0
user sipit mata,0,0,0,0,0
user nyamuk keparat,0,1,0,0,0
user user replyan balas dasar onta cebong,1,1,1,0,0
budaya demokrasi amerika serikat maju indonesia rakyat beda privat publik faham guna pesawat presiden lekat lembaga presiden selamat amp aman preside,0,0,0,0,0
orang saksi anjing kasus babi tolol url,1,1,1,0,0
tokoh bilang umat muslim negeri tekan muslim umat agama tekan egois hak banding anut agama,0,0,0,0,0
user nyanyi nyanyi lingsir wengi iya iya the kunti,0,0,0,0,0
anjing goblog setan bangsat,1,1,1,0,0
user ganti casing akusisi patungan bank asing nngilu banget dengar nya,0,0,0,0,0
sisi sadar gender tetangga belah maju kerja istri suami urus anak ekonomi lumayan mobil motor ninja lingkung,0,0,0,0,0
giat kanit binmas polsek singojuruh rangka cipta kondisi aman kondusif jelang pilih kepala daerah klik disinið,0,0,0,0,0
apasal rindu eeeee idiot xf kali f kali xad,0,1,0,0,0
ahokers jokowers surup rakus periode gerak,1,1,0,1,0
kb si koneksi bangsad _,1,1,1,0,0
retweet user drama drama ending nya bangkai iya iya tonton ending dah xe kali xa,0,1,0,0,0
dasar bajing percaya omong,1,1,1,0,0
duka tinggal nya ceo tulis kim tae song terima kasih sajangnim xf kali f kali kali f xf kali f kali e kali user,0,0,0,0,0
user user ganti presiden endas atos umbar cocot he goblog,1,1,1,0,0
user bangun industri iklim ikan indonesia sulit banding ledak kapal asing,0,0,0,0,0
user malas baca onta,1,1,1,0,0
retweet user user user anak berontak layak negeri,1,0,1,0,0
keras suara kali zaman belanda masjid haram,0,0,0,0,0
detik bukti nlu lelaki bajing,1,1,1,0,0
twit ritwit dpp,0,0,0,0,0
user fadli zoon politik sih politik tahu nkri sejarah lupa penting pribadi partai sadar kaco negara yuk bela bantu presiden jokowi makmur,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0
user user urus negara rumah tangga sama coi beda sederhana,0,0,0,0,0
user user user user tuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara budha nusantara hindu nusantara agama nusantara seragam nkr,0,0,0,0,0
bandung butuh event weekend tanggal merah macet bangsad,1,1,0,1,0
retweet user presiden buta tuli pimpin tubruk tabrak budek dengar rakyat teriak lengser jokowi,1,1,1,0,0
model baju mr prabowo kenapaah,0,0,0,0,0
user geblek teman pintar gatau deh,0,1,0,0,0
user jijik nih hahahahahaahahha kena nor hahahahahaahabababba karipap kat dapur tepi queen,0,0,0,0,0
user user user user user maaf katolik nusantara,0,0,0,0,0
bising cina cina nih xf kali f kali kali,1,1,0,1,0
timses pasang calon pilgub jatim apresiasi debat kandidat,0,0,0,0,0
nama artis retweet tak nama indah nih tunggang agama detected,0,0,0,0,0
saudara laki user lupa jenguk gara gara asma dewi menang,1,0,1,0,0
user edan koe,1,1,1,0,0
bicara laptop china maksud made china laptop dunia asal china,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user sebar bahaya laten int,0,0,0,0,0
umar bin khattab muslim sejati bela no rasul islam khalifah teladan depan korban cinta rakyat fasih hapal al quran sederhana jujur wibawa kui sopo enak sama,0,0,0,0,0
kritik jokowi anggap nyinyir bani kolam nmau kritik ujung dukung periode nlo kritik dukung nyinyir haram definisi kritik ala cebi ndan nalar rusak parah,1,1,0,1,0
agenda tema beda tuju turun user nya alat politik kemas agama,1,0,1,0,0
pahlawan juang susah payah korban jiwa raga usir jajah eh biar negeri jajah cina mudah,1,0,0,1,0
jadi ramai pilih kepala daerah,0,0,0,0,0
retweet user kapten tim menang tanding gara gagal menang kapten tim tanding lawan tim xe kali xa,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user user balik onta,1,1,1,0,0
user user user min erti inflasi indak sarjana ekonomi dampak cetak uang tambah uang edar nek nyanyi wae yen taksir ra peduli ndunyo inflasi â º,0,0,0,0,0
ihsg buka kuat poin,0,0,0,0,0
user user user user anies sandi berani yakiinn,1,0,1,0,0
user user mah kutuk bry,1,1,1,0,0
masuk nteh daun jati cina xf kali f kali kali pack nhn orisinal double embos hn super xf kali f kali kali paket,0,0,0,0,0
retweet user user hebat nya teriak antek cina,1,0,1,0,0
user user user user hahahaha keras saudara laki harga ganti presiden pilih prabowo fokus dukung prabowo,0,0,0,0,0
user rakyat susah menteri perek daya beli hancur user setan iblis tukang tipu,1,1,1,0,0
user titit,0,1,0,0,0
retweet user ujan ngegodain tukang ojek pengkol ngerojok memek sih abang drprd pusing duit buang p xe kali xa,0,1,0,0,0
jatim anti isu bohong anti ujar benci sara dukung pilih kepala daerah damai kary pt tow benowo surabaya,0,0,0,0,0
ð ²ð tweets ribu mang ð ²ð bukittinggi ranah bundokandung the realm of matriarchal thinkers profesional user user cawapres presiden jokowi pilih tweets ribu mang,0,0,0,0,0
user ahok nasdem susul cs nya dukung paslon nista agama tukang caci maki tahi tahi,1,1,0,1,0
tukang buru pulang mandi kayak gembel cantik,0,1,0,0,0
user ntu orang suruh baca lks biologi lihat gambar nya doang gambar macan gambar bunga bangkai gambar organ tubuh he,0,0,0,0,0
najis banget erel banci,1,1,1,0,0
user sudahq tegas enak rendang profesional aseng profesional tagonis,0,0,0,0,0
user sih asu banget paypal,1,1,0,1,0
tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang die,0,0,0,0,0
ahok calonin gubernur demo,1,0,1,0,0
syarat tahi chi main lawan materi lawan nkitanya pintar deh deh selesaiin buku cerdas tangkas jilid bahasa url,0,0,0,0,0
masyarakat adat baduy serah hasil panen pjs bupati lebak ino si rawita gubernur banten wahidin halim,0,0,0,0,0
retweet user ngentot enak cowok xe kali xba xef xb kali f url,0,1,0,0,0
user gak homo,0,1,0,0,0
retweet user setia darat laden paling brengsek sehat,0,1,0,0,0
user sempat nih langsung deh dimanfaatin pencitraaan rezim xf kali f xa xa xf kali f xa xa,0,0,0,0,0
user user user biarin bagus cungkring gendut autis xf kali f xa xa xf kali f kali kali xe kali sih kali sih,0,1,0,0,0
user muslim bawa bawa sih buruk istimewa dengar tulis budha tulis kristen tulis komunis tulis,0,0,0,0,0
user ayo serbuuu persekusi nhina presiden hina ulama tgb kyai said quraish shihab hina rijik persekusi rijik nabi,1,0,1,0,0
beda halang teman read kiri agama katolik islam budha,0,0,0,0,0
user ok baik esok koi lancar bom atom dkt katil pkul ptg sok pakai sure aok bilik ye esok bye,0,0,0,0,0
user kalo bani belah otak nya jalan ngotot usaha suram ala indosat beli maklum hidup nasbung,0,0,0,0,0
beliau milik kriteria pas presiden ri,0,0,0,0,0
user bawa arah tuju bentuk pasar uang,0,0,0,0,0
sumpah subjek nih gila babi,1,1,1,0,0
user eto homo,1,1,1,0,0
rokok keren asap pantat,0,1,0,0,0
presiden user bangun jawa beliau serang isu miring biasa indonesia jawa tuju user user user user user,0,0,0,0,0
user sosial at publik kejam lgbt jujur publik suka bohong,0,0,0,0,0
pks alami dilema buah simalakama aju presiden suara lagipula pks satu kader populer cinta rakyat peluang menang,0,0,0,0,0
saham asai asing bangun papua tinggal freeport raup untung hasil eksplorasi kaya alam papua,0,0,0,0,0
tanggap narasumber ilc,0,0,0,0,0
user user ulama kenal,0,0,0,0,0
user user harga gue dungu beli starbak mules,0,1,0,0,0
user user babi hahhahah,0,1,0,0,0
keandra sosok lelaki tarik jenis gender aku ada transgender anggap lelaki anggap norma gender ting laku layak,0,0,0,0,0
user user user user user user sih idiot jumawa menang kemarin,1,1,1,0,0
user user panas partai komunis indonesia,1,0,0,1,0
mari bubar dewan wakil rakyat user url,1,0,0,0,1
user user tolak bantu aseng asing,0,0,0,0,0
user prd komunis,0,0,0,0,0
user orang mancam ente perlu negeri gedong gede dongo bicara sembarang,1,1,1,0,0
user xe kali kali xe kali kali nama asing dengar anna pikir sang dara hadap huni habis kenal tampil maaf perrault san nama anna kobayakawa mathilda san anna,0,0,0,0,0
user makar omong zon suka adu domba bawa nama islam agama pegang hidup sok suci zon lambe ndoweh bicara,1,1,1,0,0
user jahat jahat manusia suka cari salah cela orang lalat cari bangkai busuk,0,0,0,0,0
user bajing indosat _,1,1,0,1,0
retweet user enak hyper crot ngentot xf kali f kali xa url,0,1,0,0,0
user bisnis biarin pting ganti presiden amanah seswe janji gmgnya impor serba impor tani negeri gigit jari ampun deh,1,0,1,0,0
user wisma darulaman kerja xc xb banci politik xf kali f kali kali,1,1,0,1,0
user cepat setan,1,1,1,0,0
user komunis,0,0,0,0,0
luas pintu rezeki,0,0,0,0,0
user homo,1,1,1,0,0
retweet user gda kontol bunda pakai timun xf kali f kali xa user user url,0,1,0,0,0
presiden proyek strategis nasional rampung,0,0,0,0,0
user sih nganu agama ragu turut sih kapir,1,1,1,0,0
user user agree on that master kafir samasekali hina istilah milik samasekali konotasi negatif,0,0,0,0,0
user omong silit,0,1,0,0,0
presiden hina kapolri menkumham mendikbud menhan abu janda anshor banser diam ajaib,1,0,0,1,0
user bidadari jamban,0,0,0,0,0
user user user user user user menang curang iya demokrasi cacat,0,0,0,0,0
user user hmmm cium aroma aroma jarang belai npantes bangsat yoj pergi,1,1,1,0,0
retweet user donatur korban iya sih korban ntetapi korban biadab tipu orang umroh nc xe kali xa,1,1,0,1,0
user saudara laki user tolong goreng teori konspirasi islamofobia kafir yahudi asing aseng liberal kumunis lgbt,0,0,0,0,0
user biar pemprov dki mari dukung bantu pemprov lawan cukong aseng asing koruptor nbersatu teguh pemprov dki warga dki jakarta lawan cukong aseng asing,1,0,0,1,0
jarang belai banget sih dijualin,0,1,0,0,0
â barangsiapa bunuh muâ ahid kafir jamin aman alas haq cium wangi surga jarak puluh jalan punâ ahmad,0,0,0,0,0
ajar muslim agama ngajarkan bunuh paham islam agama ajar sesat sembah allah swt biadab,1,1,0,1,0
user user aduk aduk jateng kayak dki deh pandai ajar pilih kepala daerah jakarta,0,0,0,0,0
user user kampung banget sih ngomongnya atas bahas xf kali f xa xa xe kali kali xe kali kali xef xb kali fsorry level debat dungu otak xf kali f kali kali e,1,1,1,0,0
setia darat sejati bahasa lihat kaos lacoste sandal crocs celana kolor crocodile,0,0,0,0,0
aduh ya sekolah katolik turut amp keluarga bagus orang tua nyekolahin anak nya sekolah katolik nmau pasuk sih adek situ jurus animasi multimedia situ nbuka,0,0,0,0,0
salah grup fb profesional tgb isi rezim bla ulama bangsa lain dsb nbegitu tgb dukung jokowi nama grup ganti komando ulama,0,0,0,0,0
hidup kena kerja keras harap kena suap bajing,0,1,0,0,0
user palestina antek aseng,1,0,0,1,0
jokowi hormat muslim zalim,1,0,1,0,0
retweet user iya lucu banget beda banget yuta sih kunyuk url,0,1,0,0,0
dear gubernur user wagub user datang opa wenger latih user pasca beliau out arsenal,0,0,0,0,0
iya iya beda nyg cerita konyol asing xf kali f kali kali,0,0,0,0,0
lepas arsenal arsene wenger kesah tinggal club london musim terima kasih wenger,0,0,0,0,0
user user mohon maklum bani kodok gampang meriang oxigen comberan,1,1,0,1,0
kalo setya novanto nitip absen politis kocak malu wakil rakyat pecat,1,0,1,0,0
nalar sehat pikir buruk tuduh ganjar pranowo â baca puisi â anti islam,0,0,0,0,0
user user user selamat bani sial,1,1,0,1,0
user user user mas homo doyan pentil mimi peri,1,1,1,0,0
blokir jokowi mantap dunia maya gambar tinggal realisasi dunia nyata lengser jokowi,1,0,0,0,1
baca story cousin nih malu story pasal agama sibuk story pasal makan kedai hipster thread,0,0,0,0,0
hijab budaya arab budaya arab umbar aurat hijab budaya syariat budaya hasil cipta reka pikir manusia syariat perintah tuhan cipta,0,0,0,0,0
retweet user lampias nafsu mu sayang pepek mami buka sambut hadir kontol mu sayang https xe kali xa,0,1,0,0,0
user user ber busa bicara deradikalisasi solat manfaat,1,0,1,0,0
deklarasi anti isu bohong dukung pilih kepala daerah damai,0,0,0,0,0
korupsi bohong jamaah haram haram makan indikasi kandung dna babi xf kali f kali kali,0,0,0,0,0
deh gue suka cowok lawaq xf kali f kali kali nsungjin jae lawa garing member btob lucas lain ndari cowok bejat bejat wkwkwk bad boy dar main mata asekkk wkwkwk,0,1,0,0,0
user nhassle bebas return policy jamin kembali produk hauz indonesia harga tanggal beli produk cacat produksi konsumen puas produk beli,0,0,0,0,0
user agenda yahudi,0,0,0,0,0
gojek ayo viralkan cc user user user user user user user user,1,0,1,0,0
user berak lu mencret mencret doang,0,1,0,0,0
user user user sengkuni tukang ramal lho ramal anies selamat bangsa ncocot e sengkuni percaya masuk neraka percaya amin rais sih tukang ramal,1,1,1,0,0
mahasiswa jurus â ekonomi uang,0,0,0,0,0
user user user user user user user akak banget anjing wkwk,0,1,0,0,0
sumbu pendek jokowi koalisi negara partai komunis indonesia jokowi partai komunis indonesia lengser jokowi pusying hamba,1,0,0,0,1
user user minat mail looking at whole iya dulunya cheater dah aku silap maaf sampah sarap sshhh,1,1,1,0,0
pilih kepala daerah jawa timur ayem santai cagub rakyat adem dewasa politik bangga arek suroboyo,0,0,0,0,0
tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang,0,0,0,0,0
user kampanye jokowi koar janji tarif listrik bbm cipta lapang kerja nonsens bilang cacat,1,1,1,0,0
bilang alexis tutup surat he tertawa deh baca pers rilis manajemen alexis sial mah gampang dibegoin bilang tutup eh exis alexis,1,1,0,1,0
kon ngregani iso ngregani awak lek kon mbajingi ya iso bajing nang awak dik tenang,0,1,0,0,0
user pikir korban tewas orang nmanusia sontoloyo anggota komnas ham nsaya rela uang pajak bayar gaji orang bodoh milik empati,1,1,1,0,0
iya xe kali kali juj xe kali kali juj tanda suku kaum muka lebar mata alias sipit kaum ciri muncul iya xe kali kali juj xe kali kali juj nyata suku ras banjir,0,0,0,0,0
pilih presiden kerja kerja kerja periode ya jokowi user,0,0,0,0,0
user geng messi kntl rapopo deng amp cepat nyetel,1,1,0,1,0
user ah retweet nya bodoh,0,1,0,0,0
user laku batak kafir iya sih user suka pecah belah umat,1,1,1,0,0
nama simpang susun bundar semanggi om habib waras dasar kampung om,1,1,1,0,0
user katolik nusantara misa pakai bahasa indonesia pakai bahasa jawa yogya jawa pakai bahasa lokal,0,0,0,0,0
petamina rugi garuda rugi pln rugi kai rugi bumn untung devisit sungkan bilang jokowi presiden hebat gilir anak bisnis pisang goreng omset triliun percaya dungu,1,1,0,1,0
user user user bangga gubernur presiden,0,0,0,0,0
user bukti modal fitnah xf kali f kali kali nsemua cebong modal bicara kencang fitnah bukti beda teman teman kolam xf kali f kali kali xf kali f kali kali,1,1,0,1,0
pilih kepala daerah dprd nilai atas politik uang saran perludem,0,0,0,0,0
user user user metode sih sial banget xf kali f kali kali xf kali f kali kali,0,1,0,0,0
user ten kakak bahasa china ntp dikit dikit,0,0,0,0,0
sambung twit nalhamdulillah terima kerja daerah tangsel mayoritas teman kantor agama katolik kristen amp islam,0,0,0,0,0
user iya bom aline iya bom jauser ter,0,0,0,0,0
user user user tertawa sempit banget pikir mas kampet cebong doang kasihan,1,1,1,0,0
warga dusun mambang panas lestari budaya sedekah bumi,0,0,0,0,0
user user user user jawa tinggal gereja katholik jawa konon teman khatolik digreja khotbah pakai bahasa jawa kuno krama kromo alus jawa alus,0,0,0,0,0
retweet user dulur aji moga allah ijinkan gus ipul mbak puti gubernur wagub jatim user user user user user user,0,0,0,0,0
user iya sipit xf kali f kali xb ketawa niya marah iya skincare mahal xf kali f kali kali,0,0,0,0,0
user bicara,0,1,0,0,0
user user user rezim engah jujur saudara laki kayah loh keluar suara radio rusak pita belibet xf kali f kali kali e,0,0,0,0,0
user sok cool etik galak cocok udik banget,1,1,1,0,0
user rakyat susah cari makan pimpin jokowi gaya rakyat siksa rakyat ganti mati,1,0,1,0,0
gatot pikir mujur surabaya surabaya presiden momentnya saing kalo gatot karya jadi gatot capres mati langkah,0,0,0,0,0
user user tunggu aksi bela kafir tanu,1,1,1,0,0
akak banget kepick iya derita nice mochi nlo taken nlo cacad,1,1,1,0,0
user manusia doyan sontoloyo model,1,1,1,0,0
subjek kesusasteraan melayu tiada nilai ekonomi,0,0,0,0,0
rezim jokowi twoshoot yona kali,0,0,0,0,0
user cebong senior nih,1,1,1,0,0
user user sumbu pendek dukung nista agama islam al maidah mencak mencak dungu,1,1,0,1,0
user user protes lu dewan wakil rakyat,0,0,0,0,0
user user tnggi bb asa kurus aplgi bb cungkring banget niya ideal kg smpek wlpun smpek demam turun,0,0,0,0,0
user user cebong erti,1,1,1,0,0
kiprah sus pudjiastuti menteri ikan usaha lang kursi wakil presiden ku amp â laut kolam susiâ rabu wib user,0,0,0,0,0
bandung bebas banjir nurul arifin solusi danau buat user,0,0,0,0,0
user user user res res ncebong kalo bodoh iya bloon res mklumin,1,1,0,1,0
user xf kali f kali kali xf kali f kali kali xf kali f kali kali banci idiot kalo berani pakai akun asli sebar isu bohong fitnah coba lihat akun banci xf kali f kali kali xf kali f kali kali,1,1,1,0,0
rakyat lengser jokowi,1,0,1,0,0
user user orang kafir hasil buat tuduh orang kafir buat kafir kasih umat laku kafir umat jauh buat,0,0,0,0,0
